text_id,align_idx,level,mean_FirstPassFF,median_FirstPassFF,mean_nonzero_FirstPassFF,n_subjects,n_rows
1_1_4,43,Ele,190.51141552511416,182.5,190.51141552511416,60,438
1_1_4,44,Adv,193.55580357142858,179.0,193.55580357142858,59,448
1_1_5,45,Adv,193.54255319148936,184.0,193.54255319148936,60,470
1_1_5,45,Ele,193.38955823293173,184.0,193.38955823293173,59,498
1_1_5,46,Adv,181.6354378818737,170.0,181.6354378818737,59,491
1_1_5,46,Ele,184.96476964769647,170.0,184.96476964769647,58,369
1_1_5,47,Adv,182.05045871559633,174.0,182.05045871559633,50,218
1_1_5,48,Adv,202.28050713153723,178.0,202.28050713153723,60,631
1_1_5,48,Ele,187.86837294332724,176.0,187.86837294332724,60,547
1_1_6,49,Adv,193.09716599190284,184.0,193.09716599190284,60,741
1_1_6,50,Adv,189.05513784461152,178.0,189.05513784461152,58,399
1_1_6,51,Adv,182.38343558282207,173.0,182.38343558282207,60,652
1_1_6,51,Ele,192.4173703256936,180.0,192.4173703256936,60,829
1_1_6,52,Adv,198.85324483775813,183.0,198.85324483775813,60,1356
1_1_6,52,Ele,192.93233674272227,174.0,192.93233674272227,60,1271
1_1_7,53,Adv,196.19433198380565,178.0,196.19433198380565,59,247
1_1_7,53,Ele,191.10266159695817,180.0,191.10266159695817,60,263
1_1_7,54,Adv,183.281045751634,175.0,183.281045751634,56,306
1_1_7,55,Adv,200.09931506849315,184.0,200.09931506849315,56,292
1_1_7,55,Ele,193.08857142857144,177.0,193.08857142857144,57,350
1_1_7,56,Adv,188.6102564102564,179.0,188.6102564102564,56,390
1_1_7,56,Ele,197.7270955165692,187.0,197.7270955165692,60,513
1_1_7,57,Adv,184.5067437379576,177.0,184.5067437379576,60,519
1_1_7,57,Ele,192.23306772908367,184.0,192.23306772908367,60,502
1_1_7,58,Adv,191.72655007949126,177.0,191.72655007949126,59,629
1_1_7,58,Ele,189.03292894280762,175.0,189.03292894280762,60,577
1_1_7,59,Adv,209.19306930693068,196.0,209.19306930693068,60,404
1_1_7,60,Adv,183.0620842572062,171.0,183.0620842572062,60,451
1_2_1,61,Adv,201.22547770700638,184.0,201.22547770700638,60,785
1_2_1,61,Ele,197.23376623376623,185.5,197.23376623376623,60,770
1_2_1,62,Adv,198.79772961816306,186.0,198.79772961816306,60,969
1_2_1,62,Ele,194.66717325227964,182.0,194.66717325227964,59,658
1_2_1,63,Adv,202.17510548523208,182.0,202.17510548523208,59,948
1_2_1,63,Ele,201.908203125,190.5,201.908203125,58,512
1_2_1,64,Adv,195.3621359223301,182.0,195.3621359223301,59,1030
1_2_1,64,Ele,198.36775553213909,188.0,198.36775553213909,59,949
1_2_2,65,Adv,207.0184696569921,191.0,207.0184696569921,58,379
1_2_2,65,Ele,190.17753623188406,182.5,190.17753623188406,60,276
1_2_2,66,Adv,199.52238805970148,184.0,199.52238805970148,59,469
1_2_2,66,Ele,193.12755102040816,179.5,193.12755102040816,60,392
1_2_2,67,Adv,203.6,190.0,203.6,55,350
1_2_2,67,Ele,195.5581395348837,186.0,195.5581395348837,57,344
1_2_2,68,Adv,196.38231780167263,183.0,196.38231780167263,59,837
1_2_2,68,Ele,200.09234234234233,184.0,200.09234234234233,60,888
1_2_2,69,Adv,197.3860759493671,185.0,197.3860759493671,60,632
1_2_2,69,Ele,202.30474732006127,186.0,202.30474732006127,60,653
1_2_2,70,Adv,194.76415094339623,176.0,194.76415094339623,60,848
1_2_2,70,Ele,202.35683760683762,190.0,202.35683760683762,60,936
1_2_3,71,Adv,201.86189889025894,191.0,201.86189889025894,60,811
1_2_3,72,Adv,199.69758948137326,187.0,199.69758948137326,60,1369
1_2_3,72,Ele,199.99333888426312,182.0,199.99333888426312,60,1201
1_2_3,73,Adv,198.6928645294726,188.0,198.6928645294726,59,967
1_2_3,73,Ele,201.64357429718876,181.0,201.64357429718876,60,996
1_2_3,74,Adv,189.720987654321,175.0,189.720987654321,59,405
1_2_4,75,Adv,197.2854006586169,185.0,197.2854006586169,59,911
1_2_4,75,Ele,194.5310734463277,182.0,194.5310734463277,60,708
1_2_4,76,Adv,201.3308823529412,188.0,201.3308823529412,59,680
1_2_4,76,Ele,195.53833605220228,174.0,195.53833605220228,58,613
1_2_4,77,Adv,200.9820717131474,188.5,200.9820717131474,60,502
1_2_4,77,Ele,188.96703296703296,176.5,188.96703296703296,52,182
1_2_4,78,Adv,175.90384615384616,166.5,175.90384615384616,58,208
1_2_4,78,Ele,194.50819672131146,183.0,194.50819672131146,56,183
1_2_4,79,Adv,200.7453183520599,192.0,200.7453183520599,59,267
1_2_4,79,Ele,182.96491228070175,170.0,182.96491228070175,55,114
1_2_4,80,Adv,172.51176470588234,166.5,172.51176470588234,58,170
1_2_4,80,Ele,190.7826086956522,176.5,190.7826086956522,55,138
1_2_4,81,Adv,191.53325554259044,181.0,191.53325554259044,60,857
1_2_4,81,Ele,179.6724565756824,168.0,179.6724565756824,60,403
1_2_5,82,Adv,191.48281505728315,179.0,191.48281505728315,60,611
1_2_5,82,Ele,192.67328519855596,178.0,192.67328519855596,60,554
1_2_5,83,Adv,202.29711751662973,190.0,202.29711751662973,57,451
1_2_5,83,Ele,206.33774834437085,181.0,206.33774834437085,60,453
1_2_5,84,Adv,204.73015873015873,191.0,204.73015873015873,60,630
1_2_5,84,Ele,189.9431279620853,176.0,189.9431279620853,59,422
1_2_5,85,Adv,198.28402366863907,183.0,198.28402366863907,60,676
1_2_5,85,Ele,189.5377855887522,176.0,189.5377855887522,60,569
1_2_5,86,Adv,191.74891774891776,182.0,191.74891774891776,60,693
1_2_6,87,Adv,202.8546617915905,188.0,202.8546617915905,60,1094
1_2_6,87,Ele,190.83622047244094,179.0,190.83622047244094,60,635
1_2_6,88,Adv,200.0371517027864,186.0,200.0371517027864,57,323
1_2_6,88,Ele,200.21194029850747,183.0,200.21194029850747,59,335
1_2_6,89,Adv,205.0067415730337,187.0,205.0067415730337,60,445
1_2_6,89,Ele,202.74849094567404,190.0,202.74849094567404,60,497
1_3_1,90,Adv,191.9512195121951,179.0,191.9512195121951,60,779
1_3_1,90,Ele,193.26901408450703,186.0,193.26901408450703,59,710
1_3_1,91,Adv,213.29375,199.0,213.29375,60,480
1_3_1,91,Ele,203.26315789473685,188.0,203.26315789473685,60,418
1_3_1,92,Adv,203.11453744493392,188.0,203.11453744493392,60,454
1_3_1,92,Ele,194.86379310344827,178.0,194.86379310344827,60,580
1_3_1,93,Adv,183.7335164835165,175.0,183.7335164835165,59,364
1_3_1,93,Ele,195.456338028169,182.0,195.456338028169,60,355
1_3_2,94,Adv,199.73567467652495,188.0,199.73567467652495,60,541
1_3_2,94,Ele,203.0933660933661,194.0,203.0933660933661,60,407
1_3_2,95,Adv,193.88513513513513,177.0,193.88513513513513,60,592
1_3_2,95,Ele,200.20385232744783,186.0,200.20385232744783,59,623
1_3_2,96,Adv,209.33064516129033,199.0,209.33064516129033,60,620
1_3_2,96,Ele,204.2193308550186,185.0,204.2193308550186,58,269
1_3_2,97,Adv,203.29175475687103,191.0,203.29175475687103,60,473
1_3_2,97,Ele,201.78070175438597,191.0,201.78070175438597,60,456
1_3_3,98,Adv,192.32515337423314,182.0,192.32515337423314,59,489
1_3_3,98,Ele,188.90515806988353,176.0,188.90515806988353,60,601
1_3_3,99,Adv,178.1829268292683,176.5,178.1829268292683,51,82
1_3_3,99,Ele,214.79268292682926,204.0,214.79268292682926,50,82
1_3_3,100,Adv,204.08247422680412,193.0,204.08247422680412,56,291
1_3_3,100,Ele,201.725,193.0,201.725,54,320
1_3_3,101,Adv,187.3877551020408,180.0,187.3877551020408,55,343
1_3_3,101,Ele,197.82105263157894,190.0,197.82105263157894,50,95
1_3_3,102,Adv,193.9156626506024,183.0,193.9156626506024,59,498
1_3_3,102,Ele,190.9014778325123,173.0,190.9014778325123,51,203
1_3_3,103,Adv,197.72164948453607,188.0,197.72164948453607,56,97
1_3_3,103,Ele,177.89814814814815,166.5,177.89814814814815,52,108
1_3_3,104,Adv,188.88217054263566,178.0,188.88217054263566,60,645
1_3_3,104,Ele,194.75941080196398,183.0,194.75941080196398,60,611
1_3_3,105,Adv,194.34444444444443,173.0,194.34444444444443,60,270
1_3_3,105,Ele,189.71212121212122,175.5,189.71212121212122,60,264
1_3_4,106,Adv,204.79710144927537,183.0,204.79710144927537,59,621
1_3_4,106,Ele,193.86919831223628,185.0,193.86919831223628,60,237
1_3_4,107,Adv,210.89247311827958,194.0,210.89247311827958,52,279
1_3_4,107,Ele,186.8372093023256,172.0,186.8372093023256,55,344
1_3_4,108,Adv,200.17767653758543,188.0,200.17767653758543,57,439
1_3_4,108,Ele,187.69059405940595,175.5,187.69059405940595,59,404
1_3_4,109,Adv,192.9136069114471,182.0,192.9136069114471,59,463
1_3_4,110,Adv,202.41423357664235,189.0,202.41423357664235,59,1096
1_3_4,110,Ele,192.69834710743802,179.0,192.69834710743802,59,968
1_3_5,111,Adv,195.9616724738676,184.0,195.9616724738676,59,574
1_3_5,112,Adv,197.37916666666666,189.0,197.37916666666666,59,720
1_3_5,112,Ele,188.85163776493258,176.0,188.85163776493258,59,519
1_3_5,113,Adv,208.17936117936117,190.0,208.17936117936117,58,407
1_3_5,114,Adv,201.76745164003364,186.0,201.76745164003364,60,2378
1_3_5,114,Ele,196.43254292722813,181.0,196.43254292722813,60,1223
1_4_1,115,Adv,194.2233676975945,181.0,194.2233676975945,59,582
1_4_1,115,Ele,187.11677631578948,177.0,187.11677631578948,60,608
1_4_1,116,Adv,200.60902255639098,186.0,200.60902255639098,58,532
1_4_1,116,Ele,197.87163561076605,186.0,197.87163561076605,59,483
1_4_1,117,Adv,196.55008210180625,184.0,196.55008210180625,60,1218
1_4_1,117,Ele,193.91981672394044,180.0,193.91981672394044,60,873
1_4_1,119,Adv,195.14036144578313,182.0,195.14036144578313,59,1660
1_4_1,119,Ele,193.89667896678966,180.0,193.89667896678966,60,1355
1_4_2,120,Adv,210.84556962025317,192.0,210.84556962025317,60,1185
1_4_2,120,Ele,189.79084967320262,182.0,189.79084967320262,60,918
1_4_2,121,Adv,209.3087431693989,191.5,209.3087431693989,59,366
1_4_2,121,Ele,195.70080862533692,180.0,195.70080862533692,55,371
1_4_2,122,Adv,196.0392156862745,183.0,196.0392156862745,60,918
1_4_2,122,Ele,192.5403329065301,177.0,192.5403329065301,60,781
1_4_2,123,Adv,185.85280373831776,174.5,185.85280373831776,59,428
1_4_2,123,Ele,193.4758620689655,178.0,193.4758620689655,53,145
1_4_2,124,Adv,185.67148014440434,175.0,185.67148014440434,57,277
1_4_2,124,Ele,192.35690235690237,184.0,192.35690235690237,57,297
1_4_2,125,Adv,198.25,187.5,198.25,60,384
1_4_2,125,Ele,190.83023872679044,183.0,190.83023872679044,59,377
1_4_2,126,Adv,191.62247191011235,182.0,191.62247191011235,59,445
1_4_2,126,Ele,194.60042735042734,177.5,194.60042735042734,60,468
1_4_2,127,Adv,198.35398230088495,182.0,198.35398230088495,59,226
1_4_2,127,Ele,176.25652173913045,164.5,176.25652173913045,59,230
1_4_3,128,Adv,192.784588441331,179.0,192.784588441331,60,571
1_4_3,128,Ele,194.95348837209303,185.0,194.95348837209303,60,602
1_4_3,129,Adv,205.01893287435456,183.0,205.01893287435456,60,581
1_4_3,129,Ele,196.72978723404256,185.0,196.72978723404256,60,470
1_4_3,130,Adv,203.23796033994336,188.0,203.23796033994336,59,353
1_4_3,130,Ele,195.51228070175438,186.0,195.51228070175438,59,285
1_4_3,131,Adv,203.73616236162363,186.0,203.73616236162363,60,542
1_4_3,131,Ele,190.27972027972027,179.0,190.27972027972027,60,429
1_4_3,132,Adv,201.2744630071599,185.0,201.2744630071599,60,838
1_4_3,132,Ele,204.83183183183183,189.0,204.83183183183183,60,333
1_4_4,133,Adv,193.33232628398792,182.0,193.33232628398792,60,662
1_4_4,133,Ele,194.22086956521738,183.0,194.22086956521738,60,575
1_4_4,134,Adv,189.53157894736842,173.0,189.53157894736842,57,380
1_4_4,134,Ele,199.7057220708447,189.0,199.7057220708447,59,367
1_4_4,135,Adv,202.11936339522546,185.0,202.11936339522546,58,377
1_4_4,135,Ele,201.48242811501598,183.0,201.48242811501598,59,313
1_4_4,136,Adv,203.3028720626632,180.0,203.3028720626632,59,383
1_4_4,136,Ele,187.5391304347826,169.0,187.5391304347826,57,230
1_4_4,137,Adv,202.5811965811966,194.0,202.5811965811966,60,351
1_4_4,137,Ele,188.61711711711712,171.0,188.61711711711712,58,222
1_4_4,138,Adv,193.26153846153846,180.5,193.26153846153846,60,910
1_4_4,138,Ele,202.79365079365078,188.0,202.79365079365078,60,819
1_4_4,139,Adv,204.45375722543352,179.0,204.45375722543352,57,346
1_4_4,139,Ele,200.1437125748503,187.0,200.1437125748503,58,167
1_4_4,140,Adv,197.66171003717471,184.0,197.66171003717471,56,269
1_4_4,140,Ele,194.18571428571428,179.0,194.18571428571428,57,350
1_4_4,141,Adv,196.18828451882845,181.0,196.18828451882845,58,478
1_4_5,142,Adv,196.5,186.0,196.5,59,542
1_4_5,142,Ele,197.0433962264151,182.0,197.0433962264151,60,530
1_4_5,143,Adv,196.91095890410958,187.0,196.91095890410958,60,584
1_4_5,143,Ele,202.46487603305786,179.5,202.46487603305786,60,484
1_4_5,144,Adv,193.25200642054574,180.0,193.25200642054574,60,623
1_4_5,144,Ele,187.24778761061947,174.0,187.24778761061947,60,565
1_4_5,145,Adv,197.0142857142857,180.0,197.0142857142857,60,560
1_4_5,145,Ele,189.79174147217236,175.0,189.79174147217236,60,557
1_5_1,146,Adv,201.63319946452478,186.0,201.63319946452478,60,747
1_5_1,146,Ele,195.20492866407264,184.0,195.20492866407264,60,771
1_5_1,147,Adv,197.83812949640287,185.5,197.83812949640287,60,556
1_5_1,147,Ele,192.33603238866397,181.5,192.33603238866397,59,494
1_5_1,148,Adv,183.92627599243858,173.0,183.92627599243858,58,529
1_5_1,148,Ele,183.96136363636364,177.5,183.96136363636364,58,440
1_5_2,149,Adv,198.4470588235294,182.0,198.4470588235294,60,595
1_5_2,149,Ele,194.62087912087912,184.0,194.62087912087912,60,546
1_5_2,150,Adv,186.77337110481585,174.0,186.77337110481585,56,353
1_5_2,150,Ele,207.0930930930931,190.0,207.0930930930931,57,333
1_5_2,151,Adv,191.14133333333334,174.0,191.14133333333334,59,375
1_5_2,151,Ele,181.36386768447838,166.0,181.36386768447838,59,393
1_5_2,152,Adv,192.5772727272727,184.0,192.5772727272727,59,660
1_5_2,152,Ele,192.89948892674616,179.0,192.89948892674616,60,587
1_5_2,153,Adv,196.5683345780433,181.0,196.5683345780433,59,1339
1_5_2,153,Ele,196.3531914893617,187.0,196.3531914893617,60,1175
1_5_2,154,Adv,194.95868945868946,177.0,194.95868945868946,60,702
1_5_2,154,Ele,193.05194805194805,174.0,193.05194805194805,58,385
1_5_3,155,Adv,208.00480307396734,190.0,208.00480307396734,60,1041
1_5_3,155,Ele,193.0991124260355,182.0,193.0991124260355,60,676
1_5_3,156,Adv,195.1344902386117,187.0,195.1344902386117,60,461
1_5_3,156,Ele,193.02644230769232,182.0,193.02644230769232,58,416
1_5_3,157,Adv,204.31195652173912,190.5,204.31195652173912,60,920
1_5_3,157,Ele,190.90950744558992,176.0,190.90950744558992,60,873
1_5_3,158,Adv,199.40289505428225,186.0,199.40289505428225,60,829
1_5_3,158,Ele,193.03465346534654,179.0,193.03465346534654,59,404
1_5_4,159,Adv,204.71428571428572,197.0,204.71428571428572,58,161
1_5_4,159,Ele,202.5,196.0,202.5,60,156
1_5_4,160,Adv,194.86126126126126,184.0,194.86126126126126,58,555
1_5_4,160,Ele,193.90361445783134,178.5,193.90361445783134,59,332
1_5_4,161,Adv,191.81869688385268,181.0,191.81869688385268,55,353
1_5_4,162,Adv,198.5037037037037,182.0,198.5037037037037,47,135
1_5_4,163,Adv,201.23071161048688,190.0,201.23071161048688,60,1335
1_5_4,163,Ele,200.1234718826406,188.0,200.1234718826406,59,818
1_5_4,164,Adv,203.5046439628483,187.0,203.5046439628483,59,646
1_5_4,164,Ele,191.21869158878505,180.0,191.21869158878505,58,535
1_5_4,165,Adv,199.64929424538545,182.0,199.64929424538545,59,921
1_5_4,165,Ele,196.51187648456056,185.0,196.51187648456056,60,842
1_5_5,166,Adv,198.88384512683578,186.0,198.88384512683578,60,749
1_5_5,166,Ele,198.6123348017621,185.0,198.6123348017621,60,681
1_5_5,167,Adv,202.89583333333334,183.0,202.89583333333334,59,672
1_5_5,167,Ele,204.50477489768076,185.0,204.50477489768076,60,733
1_5_5,168,Adv,197.2018927444795,186.0,197.2018927444795,60,634
1_5_5,168,Ele,201.69241773962804,179.0,201.69241773962804,60,699
1_6_1,169,Adv,197.5225102319236,185.0,197.5225102319236,60,733
1_6_1,169,Ele,188.18195050946142,179.0,188.18195050946142,60,687
1_6_1,170,Adv,189.9310761789601,178.0,189.9310761789601,59,827
1_6_1,170,Ele,198.1128526645768,187.0,198.1128526645768,60,638
1_6_1,171,Adv,192.8816425120773,184.0,192.8816425120773,59,828
1_6_1,171,Ele,187.70914127423822,183.0,187.70914127423822,59,361
1_6_2,172,Adv,203.10376282782212,188.0,203.10376282782212,60,877
1_6_2,172,Ele,200.31267605633803,187.0,200.31267605633803,60,710
1_6_2,173,Adv,199.53421859039835,188.0,199.53421859039835,59,979
1_6_2,173,Ele,193.3982630272953,180.0,193.3982630272953,59,806
1_6_2,174,Adv,204.83783783783784,191.0,204.83783783783784,55,185
1_6_2,174,Ele,183.46840148698885,173.0,183.46840148698885,58,269
1_6_2,175,Adv,186.25078864353313,176.0,186.25078864353313,60,634
1_6_2,175,Ele,185.41040462427745,175.0,185.41040462427745,60,692
1_6_2,176,Adv,172.3,162.5,172.3,60,240
1_6_2,176,Ele,191.38197424892704,178.0,191.38197424892704,58,233
1_6_3,177,Adv,200.5353200883002,183.0,200.5353200883002,60,906
1_6_3,177,Ele,194.61689106487148,183.0,194.61689106487148,60,817
1_6_3,178,Adv,190.03646833013437,177.0,190.03646833013437,60,521
1_6_3,178,Ele,197.87018255578093,182.0,197.87018255578093,59,493
1_6_3,179,Adv,192.3921200750469,180.0,192.3921200750469,59,533
1_6_3,179,Ele,196.9402460456942,179.0,196.9402460456942,60,569
1_6_3,180,Adv,201.22759601706971,180.0,201.22759601706971,60,703
1_6_3,180,Ele,195.5741935483871,181.0,195.5741935483871,60,465
1_6_4,181,Adv,198.67307692307693,186.0,198.67307692307693,58,468
1_6_4,181,Ele,191.86143572621035,183.0,191.86143572621035,58,599
1_6_4,182,Adv,191.04724409448818,182.0,191.04724409448818,60,508
1_6_4,182,Ele,189.57055214723925,175.0,189.57055214723925,59,489
1_6_4,183,Adv,196.65681818181818,184.0,196.65681818181818,60,440
1_6_4,183,Ele,184.5852534562212,173.0,184.5852534562212,59,434
1_6_4,184,Adv,196.74921630094045,179.0,196.74921630094045,59,638
1_6_4,184,Ele,191.00592885375494,183.5,191.00592885375494,60,506
1_6_4,185,Adv,204.43264659270997,193.0,204.43264659270997,60,631
1_6_4,185,Ele,188.3248,178.0,188.3248,60,625
1_7_1,186,Adv,193.73794002607562,185.0,193.73794002607562,60,767
1_7_1,186,Ele,194.95479452054795,184.0,194.95479452054795,60,730
1_7_1,187,Adv,196.54834254143645,187.0,196.54834254143645,60,724
1_7_1,187,Ele,203.22004357298474,185.0,203.22004357298474,59,459
1_7_1,188,Adv,197.16555555555556,181.5,197.16555555555556,60,900
1_7_1,188,Ele,180.93126684636118,173.5,180.93126684636118,60,742
1_7_1,189,Adv,187.1501976284585,172.5,187.1501976284585,59,506
1_7_1,189,Ele,186.93322475570034,177.5,186.93322475570034,60,614
1_7_1,190,Adv,200.42268041237114,186.0,200.42268041237114,59,388
1_7_1,190,Ele,189.46082949308754,173.0,189.46082949308754,60,434
1_7_1,191,Adv,198.4078947368421,186.5,198.4078947368421,56,152
1_7_1,191,Ele,176.77575757575758,172.0,176.77575757575758,58,165
1_7_1,192,Adv,180.05314009661836,168.0,180.05314009661836,57,207
1_7_1,192,Ele,189.3373015873016,179.0,189.3373015873016,60,252
1_7_1,193,Adv,199.16666666666666,180.5,199.16666666666666,59,114
1_7_1,193,Ele,172.24166666666667,158.5,172.24166666666667,60,120
1_7_2,194,Adv,195.8549160671463,183.0,195.8549160671463,60,834
1_7_2,194,Ele,194.30745015739768,180.0,194.30745015739768,60,953
1_7_2,195,Adv,198.7066381156317,191.0,198.7066381156317,58,467
1_7_2,195,Ele,194.25940594059406,175.0,194.25940594059406,59,505
1_7_2,196,Adv,199.22109826589596,187.0,199.22109826589596,59,692
1_7_2,196,Ele,192.63910969793324,186.0,192.63910969793324,60,629
1_7_2,197,Adv,186.93368237347295,174.0,186.93368237347295,59,573
1_7_2,197,Ele,177.76575121163165,171.0,177.76575121163165,59,619
1_7_2,198,Adv,187.54174757281552,175.0,187.54174757281552,60,515
1_7_2,198,Ele,187.76908752327748,175.0,187.76908752327748,60,537
1_7_3,199,Adv,190.6629422718808,174.0,190.6629422718808,60,537
1_7_3,199,Ele,178.74408602150538,171.0,178.74408602150538,60,465
1_7_3,200,Adv,191.6,180.0,191.6,56,265
1_7_3,200,Ele,198.34806629834253,185.0,198.34806629834253,54,181
1_7_3,201,Adv,199.91034482758621,182.0,199.91034482758621,60,290
1_7_3,201,Ele,192.3402489626556,182.0,192.3402489626556,56,241
1_7_3,202,Adv,193.4900432900433,180.0,193.4900432900433,60,1155
1_7_3,202,Ele,197.93255813953488,185.0,197.93255813953488,59,860
1_7_3,203,Adv,193.46428571428572,179.0,193.46428571428572,60,364
1_7_3,203,Ele,208.228,194.5,208.228,56,250
