text_id,level,mean_FF,median_FF,mean_nonzero_FF,n_subjects,n_rows
3_6_7,Adv,122.73098591549295,138.0,187.12741589119543,60,4260
3_6_7,Ele,112.04166666666667,126.0,187.2716099959033,60,4080
3_7_1,Adv,128.83727735368956,143.0,193.2190421675253,60,7860
3_7_1,Ele,125.19418604651163,141.0,195.20608380338436,60,7740
3_7_2,Adv,109.07,121.0,187.4745242480049,60,8400
3_7_2,Ele,114.24701257861635,128.0,188.48534370946822,60,6360
3_7_3,Adv,122.52463235294118,139.0,190.54716981132074,60,8160
3_7_3,Ele,127.38836206896552,143.0,193.79737704918034,60,6960
3_7_4,Adv,130.23677265300992,144.0,197.76603053435113,60,7957
3_7_4,Ele,113.17404580152672,126.0,191.91974110032362,60,7860
3_7_5,Adv,121.9547947037582,135.0,194.09450830140486,60,7477
3_7_5,Ele,115.46573208722741,130.0,186.0667670682731,60,6420
3_7_6,Adv,111.53618618618619,125.0,184.8758088601294,60,6660
3_7_6,Ele,111.41721611721611,127.5,188.281646549056,60,5460
3_7_7,Adv,112.47792792792792,122.0,191.41510157148332,60,8880
3_7_7,Ele,101.82128205128205,105.0,182.87036610637807,60,7800
3_8_1,Adv,111.19041394335513,119.0,192.4449472096531,60,9180
3_8_1,Ele,101.98770491803279,100.0,185.43219076005963,60,7320
3_8_2,Adv,114.021875,122.0,197.27780638516992,60,6720
3_8_2,Ele,111.79314814814815,123.0,187.88764394646748,60,5400
3_8_3,Adv,102.38961748633879,106.0,182.13657351154313,60,7320
3_8_3,Ele,111.92886597938144,122.5,191.25836758661185,60,5820
3_8_4,Adv,104.5710027100271,112.0,182.6589349112426,60,7380
3_8_4,Ele,107.19540816326531,116.0,186.26152482269504,60,5880
3_8_5,Adv,128.4498106060606,143.0,196.98373511472553,60,5280
3_8_5,Ele,129.28065476190477,145.0,187.07278208441,60,3360
3_8_6,Adv,119.55718157181572,134.0,191.39522776572667,60,7380
3_8_6,Ele,112.65674603174604,127.0,185.73438011122016,60,5040
3_9_1,Adv,113.3209349593496,125.0,192.1223294279807,60,4920
3_9_1,Ele,112.24923076923076,129.0,189.1023758099352,60,3900
3_9_2,Adv,110.57150205761317,119.0,189.4843088857546,60,9720
3_9_2,Ele,116.98429752066116,129.0,192.84877384196184,60,7260
3_9_3,Adv,105.22085889570552,114.0,184.2752490720844,60,8965
3_9_3,Ele,108.9775296200463,118.0,186.09813953488373,60,7343
3_9_4,Adv,118.28306451612903,129.0,191.8940252943742,60,7440
3_9_4,Ele,116.68333333333334,133.0,189.87413073713492,60,4680
