l1_or_l2,batch,text_level,preview,version,measure,n_raters,n_items,kendalls_w,kendalls_w_pvalue,avg_spearmans_rho,avg_kendalls_tau,avg_pearson_r
L1_and_L2,3,paragraph,Hunting,V1,RR,44,54,0.13816005840409395,0.0,0.11812446139476264,0.08077081884063862,0.1346118013946295
L1_and_L2,3,paragraph,Hunting,V0,SR,42,54,0.18918261034164,0.0,0.16941956942719988,0.11672533459843758,0.16541354146187864
L1_and_L2,3,paragraph,Hunting,V1,SR,44,54,0.15718742075361442,0.0,0.137594300862537,0.09409641607146142,0.13384119781323547
L1_and_L2,3,sentence,Gathering,V0,TF,49,295,0.27928673171173196,0.0,0.26581969105016806,0.18083313347409627,0.25247031724876384
L1_and_L2,3,sentence,Gathering,V1,TF,51,300,0.2682283226120858,0.0,0.25309980719145686,0.17218577968536417,0.2582249140745812
L1_and_L2,3,sentence,Gathering,V0,RR,49,295,0.18087640585951328,0.0,0.13920882804349194,0.09602491349601625,0.13606347348814501
L1_and_L2,3,sentence,Gathering,V1,RR,51,300,0.167439089715012,0.0,0.14322929500587656,0.09910693193702591,0.147983150206802
L1_and_L2,3,sentence,Gathering,V0,SR,49,295,0.21713594299560296,0.0,0.201377222233768,0.14068749778932674,0.20416724919884296
L1_and_L2,3,sentence,Gathering,V1,SR,51,300,0.2142707239871549,0.0,0.19895609514021642,0.13863254106948872,0.19779369238060915
L1_and_L2,3,sentence,Hunting,V0,TF,42,295,0.20319765543984833,0.0,0.19167060547496642,0.130014609291036,0.1923402153164216
L1_and_L2,3,sentence,Hunting,V1,TF,44,300,0.2102859147796913,0.0,0.1893434352034219,0.12852654042619618,0.19667236886844125
L1_and_L2,3,sentence,Hunting,V0,RR,42,295,0.20841842289360688,0.0,0.1315327996770049,0.09212140774119348,0.13621125953519694
L1_and_L2,3,sentence,Hunting,V1,RR,44,300,0.18542257275130264,0.0,0.12815163288035825,0.08949789572893692,0.1341849859328155
L1_and_L2,3,sentence,Hunting,V0,SR,42,295,0.20054691367293284,0.0,0.18135739948597895,0.12564072446458296,0.18831153873129972
L1_and_L2,3,sentence,Hunting,V1,SR,44,300,0.18494824299700666,0.0,0.16619693577897662,0.11466978687356694,0.16352834218006576
