metric,resolution,level_type,corr_kind,n_iter,mean_r,ci_low,ci_high,ci_low_tstd,ci_high_tstd,sb_mean_r,sb_ci_low,sb_ci_high,sb_ci_low_tstd,sb_ci_high_tstd,mean_n_texts
mean_nonzero_FF,paragraph,diff,pearson,1000,0.23191742299726212,-0.44201456831387537,0.7644033694078501,-0.4198728031197042,0.8837076491142285,0.20560336772613808,-1.584341202915319,0.8664723526648683,-1.2225656631738357,1.6337723986261121,162.0
mean_nonzero_FF,paragraph,diff,spearman,1000,0.23362466181457914,-0.4400867391798306,0.7737505310057989,-0.42092204717461007,0.8881713708037684,0.2071424862326893,-1.5719858754240787,0.8724454634006531,-1.2278285669068223,1.642113539372201,162.0
mean_nonzero_FF,sentence,Adv+Ele,pearson,1000,0.4873256827862855,0.251557310671715,0.6499997033739355,0.27193849489891897,0.7027128706736521,0.6473881190278948,0.40199085587255967,0.7878785694358549,0.43508988049512515,0.8596863575606646,1580.0
mean_nonzero_FF,sentence,Adv+Ele,spearman,1000,0.46314447472279585,0.20728749772566768,0.6409691645415678,0.23138679765699427,0.6949021517885974,0.6234305785908663,0.3433926146169165,0.781207906411613,0.3866249311642438,0.8602362260174887,1580.0
mean_nonzero_FF,sentence,diff,pearson,1000,0.276871972959739,-0.14934465109773493,0.5561389676643582,-0.09536749873725986,0.6491114446567379,0.3921394213789918,-0.3511284791380171,0.7147677361361028,-0.17385325508152172,0.9581320978395054,790.0
mean_nonzero_FF,sentence,diff,spearman,1000,0.2452332511754007,-0.20828260754881447,0.5442028123946011,-0.15484471681172093,0.6453112191625223,0.3414672815962954,-0.5261541234786252,0.7048333365478933,-0.3100861333354263,0.993020696528017,790.0
mean_nonzero_TF,paragraph,Adv+Ele,pearson,1000,0.7298075713964365,0.508514965441225,0.8702552686186485,0.5410820815105433,0.9185330612823297,0.8400217626382865,0.6741925379721522,0.9306272604593094,0.7058928198749035,0.9741507054016696,324.0
mean_nonzero_TF,paragraph,Adv+Ele,spearman,1000,0.7080798077143589,0.47267145616681233,0.8581870021962903,0.5069795365239789,0.9091800789047388,0.8246144526851696,0.6419238191136358,0.9236820610057312,0.6771988493670875,0.9720300560032518,324.0
mean_nonzero_TF,paragraph,diff,pearson,1000,0.3406752739880488,-0.20747624327421713,0.7154633210879141,-0.14614935692576042,0.8274999049018581,0.44587110593825763,-0.5235837514945695,0.8341341036637477,-0.2473380334942541,1.1390802453707694,162.0
mean_nonzero_TF,paragraph,diff,spearman,1000,0.2927179678249297,-0.22688371219979647,0.6853471331332094,-0.19952606517388388,0.7849620008237432,0.3819484759183206,-0.5869329524530262,0.8133007499601584,-0.3749954152616467,1.138892367098288,162.0
mean_nonzero_TF,sentence,Adv+Ele,pearson,1000,0.829985164183877,0.7285914583905897,0.8877206558362595,0.7470638826751073,0.9129064456926468,0.9064984185623686,0.842988612258529,0.9405212067577702,0.8557256151033268,0.9572712220214104,1580.0
